user,movie,date_of_grade,grade
97,84,15-10-17,1
97,95,15-10-11,2
98,3,15-10-11,5
98,10,15-10-18,1
98,17,15-10-01,1
98,24,15-10-05,5
98,31,15-10-06,4
98,38,15-10-01,2
98,45,15-10-10,1
98,52,15-10-02,4
98,54,15-10-07,5
98,61,15-10-12,4
98,68,15-10-16,1
98,75,15-10-03,4
98,82,15-10-11,1
98,89,15-10-01,4
98,96,15-10-11,5
99,4,15-10-14,2
99,6,15-10-09,3
99,11,15-10-10,2
99,13,15-10-08,1
99,20,15-10-05,2
99,27,15-10-03,4
99,34,15-10-02,3
99,41,15-10-04,3
99,48,15-10-17,2
99,55,15-10-19,2
99,62,15-10-09,5
99,69,15-10-04,1
99,76,15-10-07,4
99,83,15-10-08,5
99,90,15-10-15,2
99,97,15-10-11,3
100,7,15-10-15,3
100,9,15-10-11,4
100,24,15-10-19,4
100,26,15-10-06,5
100,39,15-10-10,1
100,41,15-10-20,1
100,43,15-10-04,3
100,56,15-10-05,3
100,58,15-10-17,1
100,60,15-10-16,2
100,73,15-10-05,1
100,75,15-10-20,2
100,90,15-10-04,3
100,92,15-10-11,2
101,74,15-10-05,2
101,77,15-10-12,4
101,80,15-10-20,5
101,83,15-10-20,1
101,86,15-10-03,2
101,89,15-10-11,2
101,92,15-10-19,1
102,5,15-10-17,4
102,8,15-10-09,5
102,11,15-10-09,4
102,14,15-10-17,5
102,17,15-10-20,4
102,20,15-10-15,1
102,23,15-10-02,3
103,6,15-10-12,5
103,8,15-10-20,3
103,10,15-10-14,2
103,23,15-10-07,2
103,25,15-10-05,3
103,27,15-10-08,1
103,40,15-10-09,3
103,42,15-10-04,5
103,44,15-10-17,4
103,57,15-10-12,2
103,59,15-10-03,2
103,74,15-10-01,2
103,76,15-10-15,2
103,91,15-10-06,1
103,93,15-10-19,4
104,25,15-10-17,1
104,30,15-10-08,4
104,35,15-10-05,3
104,40,15-10-18,3
104,45,15-10-11,3
104,50,15-10-10,3
104,55,15-10-04,5
104,60,15-10-09,1
104,65,15-10-18,3
104,70,15-10-05,1
104,75,15-10-16,3
104,80,15-10-18,5
104,85,15-10-06,5
104,90,15-10-04,1
105,27,15-10-10,4
105,30,15-10-08,5
105,33,15-10-02,4
105,36,15-10-09,1
105,39,15-10-18,1
105,42,15-10-10,5
105,45,15-10-13,2
105,48,15-10-20,1
105,51,15-10-04,1
105,54,15-10-13,4
105,57,15-10-11,2
105,60,15-10-11,4
105,63,15-10-14,2
105,66,15-10-12,1
105,69,15-10-05,1
105,72,15-10-06,5
105,75,15-10-19,5
105,78,15-10-15,5
106,9,15-10-16,4
106,20,15-10-09,4
106,31,15-10-20,3
106,42,15-10-13,3
106,53,15-10-12,3
106,64,15-10-19,4
107,42,15-10-01,5
107,45,15-10-10,1
107,48,15-10-02,2
107,51,15-10-12,5
107,54,15-10-13,4
108,2,15-10-18,4
108,9,15-10-09,2
108,16,15-10-01,4
108,23,15-10-08,2
108,30,15-10-07,1
108,37,15-10-12,1
108,44,15-10-04,5
108,51,15-10-15,4
108,58,15-10-20,3
108,65,15-10-19,2
108,74,15-10-08,1
108,81,15-10-11,5
108,88,15-10-02,5
108,95,15-10-12,4
109,1,15-10-08,2
109,10,15-10-09,4
109,23,15-10-14,3
109,36,15-10-18,5
109,49,15-10-09,4
109,62,15-10-07,1
109,71,15-10-06,1
109,75,15-10-05,3
109,84,15-10-15,1
109,88,15-10-02,1
109,97,15-10-08,1
110,2,15-10-02,2
110,16,15-10-05,3
110,21,15-10-18,3
110,35,15-10-05,5
110,40,15-10-03,4
110,54,15-10-11,2
110,59,15-10-12,1
110,78,15-10-03,3
110,97,15-10-10,2
111,0,15-10-13,3
111,11,15-10-15,5
111,22,15-10-11,2
111,23,15-10-04,3
111,33,15-10-10,1
111,34,15-10-16,1
111,45,15-10-03,5
111,56,15-10-03,4
111,67,15-10-17,3
111,78,15-10-20,3
111,89,15-10-14,5
112,2,15-10-05,5
112,5,15-10-17,3
112,8,15-10-08,1
112,11,15-10-19,3
112,14,15-10-11,5
112,17,15-10-17,3
112,20,15-10-14,2
112,23,15-10-10,2
112,26,15-10-19,4
112,29,15-10-14,3
112,96,15-10-15,4
112,99,15-10-19,3
113,0,15-10-08,5
113,5,15-10-01,2
113,10,15-10-16,4
113,15,15-10-06,1
113,20,15-10-02,3
113,25,15-10-19,4
113,30,15-10-08,2
113,35,15-10-19,2
113,40,15-10-04,2
113,65,15-10-19,5
113,70,15-10-12,1
113,75,15-10-01,4
113,80,15-10-10,1
113,85,15-10-17,2
113,90,15-10-11,5
113,95,15-10-18,3
114,53,15-10-18,2
114,60,15-10-09,1
114,67,15-10-04,3
114,74,15-10-01,1
114,81,15-10-17,5
114,88,15-10-16,4
115,11,15-10-08,4
115,13,15-10-13,4
115,26,15-10-13,2
115,28,15-10-06,5
115,30,15-10-02,3
115,43,15-10-10,1
115,45,15-10-20,3
115,47,15-10-01,4
115,60,15-10-20,1
115,62,15-10-12,5
115,64,15-10-19,4
115,77,15-10-16,3
115,79,15-10-03,4
115,81,15-10-13,5
115,94,15-10-19,5
115,96,15-10-17,5
115,98,15-10-11,5
116,5,15-10-15,2
116,12,15-10-02,4
116,19,15-10-09,4
116,26,15-10-05,1
116,33,15-10-12,4
116,40,15-10-13,1
116,47,15-10-01,4
116,54,15-10-20,4
116,70,15-10-13,3
116,77,15-10-01,3
116,84,15-10-06,3
116,91,15-10-05,2
116,98,15-10-18,5
117,6,15-10-10,4
117,8,15-10-10,5
117,23,15-10-12,2
117,25,15-10-15,4
117,40,15-10-08,4
117,42,15-10-06,1
117,57,15-10-18,5
117,59,15-10-07,5
117,74,15-10-11,4
117,76,15-10-01,4
117,91,15-10-16,4
118,4,15-10-16,4
118,11,15-10-03,1
118,18,15-10-02,1
118,25,15-10-17,2
118,32,15-10-14,2
118,39,15-10-05,4
118,76,15-10-02,2
118,83,15-10-09,5
118,90,15-10-12,3
118,97,15-10-14,3
119,4,15-10-13,3
119,5,15-10-03,2
119,15,15-10-10,5
119,16,15-10-14,4
119,26,15-10-05,5
119,27,15-10-06,4
119,37,15-10-04,1
119,38,15-10-19,3
119,48,15-10-04,4
119,49,15-10-11,4
119,60,15-10-03,2
119,71,15-10-14,4
119,82,15-10-14,4
119,93,15-10-10,2
119,94,15-10-07,2
120,2,15-10-20,3
120,11,15-10-02,1
120,16,15-10-09,4
120,21,15-10-17,5
120,30,15-10-06,2
120,35,15-10-08,5
120,40,15-10-09,5
120,49,15-10-09,5
120,54,15-10-19,4
120,59,15-10-03,2
120,68,15-10-03,2
120,73,15-10-01,4
120,78,15-10-10,1
120,87,15-10-03,5
120,92,15-10-13,5
120,97,15-10-10,1
121,1,15-10-12,3
121,6,15-10-07,4
121,10,15-10-14,5
121,14,15-10-05,4
121,19,15-10-03,5
121,23,15-10-14,2
121,27,15-10-17,1
121,32,15-10-17,3
121,36,15-10-10,5
121,40,15-10-05,1
121,45,15-10-08,2
121,49,15-10-05,4
121,58,15-10-13,3
121,62,15-10-17,2
121,71,15-10-15,3
121,75,15-10-19,2
121,84,15-10-11,1
121,88,15-10-09,1
121,97,15-10-01,4
122,9,15-10-18,2
122,12,15-10-12,2
122,15,15-10-14,3
122,18,15-10-15,4
122,21,15-10-18,1
122,24,15-10-14,5
122,27,15-10-12,3
122,30,15-10-07,4
122,33,15-10-16,3
122,36,15-10-08,4
122,39,15-10-16,4
122,42,15-10-09,2
122,45,15-10-07,3
122,48,15-10-15,3
122,51,15-10-05,3
122,54,15-10-01,3
122,57,15-10-17,5
122,60,15-10-19,1
122,63,15-10-08,1
123,9,15-10-20,1
123,20,15-10-05,1
123,21,15-10-15,4
123,31,15-10-18,2
123,32,15-10-18,1
123,42,15-10-14,4
123,43,15-10-08,4
123,54,15-10-16,4
123,65,15-10-11,3
123,76,15-10-10,2
123,87,15-10-06,4
123,98,15-10-10,5
124,29,15-10-10,1
124,34,15-10-13,1
124,39,15-10-07,1
124,44,15-10-08,3
124,49,15-10-01,3
124,54,15-10-02,4
124,59,15-10-10,5
125,5,15-10-12,5
125,18,15-10-18,2
125,31,15-10-18,2
125,44,15-10-10,1
125,53,15-10-08,3
125,57,15-10-15,1
125,66,15-10-07,5
125,70,15-10-11,3
125,79,15-10-14,4
125,83,15-10-20,2
125,92,15-10-02,2
126,5,15-10-17,3
126,9,15-10-16,1
126,18,15-10-07,4
126,31,15-10-07,1
126,44,15-10-06,1
126,57,15-10-14,2
126,70,15-10-19,2
126,79,15-10-11,5
126,83,15-10-01,3
126,92,15-10-11,1
126,96,15-10-01,2
127,4,15-10-19,4
127,13,15-10-10,1
127,18,15-10-11,1
127,23,15-10-12,4
127,32,15-10-11,3
127,37,15-10-07,4
127,42,15-10-15,1
127,51,15-10-17,5
127,56,15-10-09,5
127,61,15-10-06,2
127,66,15-10-20,5
127,75,15-10-13,3
127,80,15-10-10,4
127,85,15-10-11,2
127,94,15-10-12,3
127,99,15-10-06,1
128,6,15-10-07,1
128,7,15-10-16,1
128,17,15-10-09,4
128,18,15-10-12,3
128,28,15-10-02,1
128,29,15-10-02,5
128,39,15-10-19,5
128,40,15-10-14,1
128,50,15-10-11,5
128,51,15-10-09,2
128,61,15-10-06,1
128,62,15-10-09,3
128,72,15-10-17,4
128,73,15-10-06,4
128,74,15-10-11,3
128,84,15-10-05,1
128,85,15-10-12,3
128,95,15-10-20,1
128,96,15-10-10,5
129,11,15-10-12,3
129,16,15-10-01,3
129,30,15-10-13,3
129,35,15-10-07,1
129,49,15-10-12,4
129,54,15-10-11,4
129,73,15-10-08,3
129,78,15-10-20,1
129,92,15-10-08,3
129,97,15-10-04,2
130,0,15-10-06,1
130,9,15-10-06,4
130,13,15-10-20,3
130,22,15-10-02,4
130,26,15-10-08,1
130,35,15-10-20,5
130,39,15-10-13,2
130,48,15-10-15,3
130,52,15-10-10,2
130,61,15-10-19,2
130,65,15-10-18,2
130,74,15-10-12,2
130,78,15-10-01,3
130,87,15-10-17,4
130,91,15-10-03,5
130,96,15-10-11,4
131,2,15-10-12,2
131,27,15-10-12,5
131,32,15-10-05,1
131,37,15-10-17,5
131,42,15-10-10,4
131,47,15-10-02,3
131,52,15-10-07,4
131,57,15-10-15,2
131,62,15-10-04,5
131,67,15-10-08,3
131,72,15-10-05,4
131,77,15-10-06,2
131,82,15-10-12,5
131,87,15-10-19,5
131,92,15-10-12,5
131,97,15-10-18,3
132,12,15-10-02,5
132,14,15-10-10,2
132,16,15-10-19,4
132,29,15-10-18,1
132,31,15-10-14,1
132,33,15-10-18,1
132,44,15-10-14,4
132,46,15-10-01,5
132,48,15-10-20,3
132,61,15-10-03,1
132,63,15-10-17,5
132,65,15-10-17,1
132,78,15-10-11,3
132,80,15-10-06,2
132,82,15-10-04,2
132,95,15-10-20,2
132,97,15-10-19,1
132,99,15-10-08,3
133,3,15-10-08,4
133,8,15-10-10,5
133,17,15-10-03,4
133,22,15-10-07,5
133,27,15-10-17,2
133,32,15-10-11,1
133,36,15-10-18,1
133,41,15-10-09,3
133,46,15-10-05,5
133,51,15-10-19,1
133,55,15-10-18,4
133,60,15-10-10,1
133,65,15-10-14,4
133,70,15-10-05,5
133,74,15-10-13,5
133,79,15-10-04,5
133,84,15-10-12,4
133,89,15-10-08,5
133,98,15-10-02,1
134,3,15-10-03,2
134,8,15-10-01,2
134,13,15-10-11,4
134,18,15-10-12,2
134,23,15-10-19,4
134,63,15-10-04,3
134,68,15-10-12,3
134,73,15-10-11,1
134,78,15-10-20,5
134,83,15-10-09,4
134,88,15-10-01,4
134,93,15-10-01,3
134,98,15-10-16,3
135,2,15-10-06,4
135,11,15-10-20,1
135,15,15-10-03,5
135,24,15-10-03,2
135,28,15-10-03,4
135,37,15-10-11,4
135,41,15-10-03,2
135,50,15-10-01,2
135,54,15-10-05,4
135,63,15-10-09,1
135,67,15-10-19,1
135,76,15-10-13,3
135,80,15-10-14,2
135,89,15-10-14,4
135,98,15-10-06,1
136,14,15-10-04,1
136,16,15-10-03,2
136,31,15-10-19,4
136,33,15-10-16,1
136,48,15-10-05,4
136,50,15-10-13,2
136,65,15-10-02,4
136,82,15-10-10,4
136,99,15-10-19,4
137,2,15-10-12,5
137,9,15-10-10,2
137,16,15-10-05,1
137,23,15-10-13,5
137,30,15-10-20,5
137,37,15-10-08,1
137,44,15-10-02,2
137,51,15-10-11,5
137,58,15-10-11,5
137,65,15-10-08,4
137,72,15-10-07,1
137,79,15-10-11,1
137,86,15-10-11,1
137,88,15-10-18,1
137,93,15-10-03,1
137,95,15-10-02,1
138,3,15-10-15,1
138,7,15-10-10,5
138,12,15-10-07,4
138,17,15-10-15,5
138,22,15-10-07,5
138,26,15-10-02,1
138,31,15-10-05,2
138,36,15-10-20,4
138,41,15-10-10,1
138,45,15-10-09,3
138,50,15-10-05,2
138,55,15-10-19,3
138,60,15-10-04,5
138,64,15-10-03,3
138,69,15-10-04,2
138,74,15-10-05,4
138,79,15-10-01,1
138,88,15-10-19,5
138,93,15-10-15,3
138,98,15-10-17,3
139,5,15-10-10,3
139,18,15-10-16,4
139,31,15-10-10,2
139,53,15-10-18,4
139,66,15-10-12,5
139,79,15-10-04,5
139,92,15-10-12,2
140,2,15-10-05,3
140,7,15-10-19,3
140,12,15-10-08,2
140,17,15-10-05,3
140,77,15-10-03,3
140,82,15-10-15,3
140,87,15-10-15,3
140,92,15-10-05,1
140,97,15-10-01,2
141,0,15-10-13,5
141,7,15-10-14,1
141,14,15-10-07,5
141,21,15-10-18,2
141,28,15-10-06,4
141,35,15-10-16,5
141,42,15-10-12,4
141,49,15-10-03,5
141,56,15-10-13,4
141,63,15-10-09,1
141,72,15-10-04,4
141,79,15-10-03,2
141,86,15-10-19,4
141,93,15-10-01,4
142,14,15-10-14,5
142,31,15-10-20,1
142,46,15-10-01,5
142,48,15-10-08,5
142,63,15-10-14,1
142,65,15-10-06,2
142,80,15-10-20,1
142,82,15-10-18,5
142,97,15-10-05,5
142,99,15-10-12,1
143,2,15-10-12,3
143,7,15-10-17,1
143,12,15-10-19,5
143,17,15-10-14,5
143,22,15-10-02,2
143,27,15-10-16,5
143,32,15-10-16,5
143,37,15-10-19,1
143,42,15-10-06,3
143,47,15-10-09,3
143,52,15-10-13,2
143,57,15-10-07,5
143,62,15-10-10,4
143,67,15-10-02,2
143,72,15-10-03,1
143,77,15-10-10,3
143,82,15-10-01,2
143,92,15-10-02,1
143,97,15-10-15,4
144,4,15-10-14,4
144,17,15-10-03,1
144,30,15-10-15,5
144,43,15-10-16,2
144,56,15-10-18,3
144,69,15-10-01,3
144,82,15-10-08,5
144,95,15-10-06,2
145,2,15-10-15,4
145,5,15-10-12,1
145,8,15-10-06,3
145,11,15-10-07,3
145,14,15-10-07,3
145,90,15-10-06,3
145,93,15-10-14,1
145,96,15-10-08,4
145,99,15-10-06,1
146,9,15-10-15,5
146,11,15-10-13,4
146,24,15-10-02,3
146,26,15-10-18,5
146,28,15-10-01,1
146,41,15-10-08,3
146,43,15-10-08,2
146,58,15-10-13,2
146,60,15-10-05,5
146,75,15-10-07,2
146,77,15-10-05,1
146,92,15-10-17,5
146,94,15-10-11,2
147,0,15-10-06,4
147,5,15-10-05,5
147,10,15-10-15,5
147,15,15-10-20,1
147,20,15-10-11,2
147,25,15-10-13,3
147,30,15-10-18,5
147,35,15-10-18,3
147,40,15-10-06,1
147,45,15-10-16,2
147,50,15-10-16,5
147,55,15-10-13,2
147,60,15-10-17,4
147,65,15-10-06,3
147,70,15-10-11,2
147,90,15-10-06,5
147,95,15-10-10,5
148,10,15-10-06,4
148,23,15-10-18,4
148,36,15-10-13,2
148,49,15-10-13,3
148,71,15-10-06,2
148,84,15-10-06,2
148,97,15-10-16,3
149,2,15-10-13,1
149,11,15-10-08,5
149,15,15-10-07,3
149,24,15-10-03,5
149,28,15-10-14,3
149,37,15-10-01,4
149,41,15-10-17,5
149,50,15-10-08,3
149,63,15-10-03,2
149,76,15-10-19,1
149,89,15-10-07,5
149,98,15-10-12,3
150,31,15-10-20,3
150,36,15-10-06,5
150,41,15-10-13,5
150,46,15-10-17,3
150,51,15-10-02,1
150,56,15-10-07,3
150,61,15-10-17,4
151,1,15-10-02,3
151,2,15-10-05,5
151,12,15-10-07,2
151,13,15-10-20,3
151,23,15-10-01,2
151,24,15-10-18,1
151,34,15-10-12,5
151,35,15-10-11,3
151,45,15-10-04,3
151,46,15-10-04,4
151,56,15-10-03,3
151,57,15-10-09,4
151,67,15-10-12,2
151,68,15-10-07,4
151,79,15-10-12,2
151,90,15-10-02,2
151,91,15-10-13,5
152,7,15-10-08,2
152,20,15-10-10,4
152,33,15-10-08,5
152,46,15-10-15,2
152,55,15-10-17,5
152,59,15-10-18,2
152,68,15-10-17,1
152,72,15-10-14,3
152,81,15-10-13,5
152,85,15-10-06,4
152,94,15-10-10,2
153,10,15-10-15,5
153,13,15-10-19,2
153,16,15-10-07,5
153,19,15-10-17,3
153,22,15-10-09,2
153,25,15-10-10,5
153,28,15-10-13,1
153,31,15-10-03,1
153,34,15-10-16,4
153,37,15-10-07,5
154,0,15-10-17,4
154,5,15-10-06,3
154,10,15-10-12,4
154,15,15-10-10,3
154,19,15-10-11,2
154,24,15-10-10,4
154,29,15-10-06,5
154,34,15-10-09,3
154,38,15-10-18,1
154,43,15-10-07,4
154,48,15-10-05,5
154,53,15-10-16,1
154,57,15-10-20,1
154,62,15-10-08,5
154,67,15-10-04,4
154,72,15-10-08,5
154,81,15-10-07,3
154,86,15-10-12,2
154,91,15-10-15,1
154,96,15-10-01,5
155,0,15-10-04,4
155,4,15-10-20,2
155,8,15-10-11,5
155,13,15-10-10,1
155,17,15-10-12,5
155,21,15-10-07,1
155,26,15-10-10,5
155,30,15-10-14,3
155,39,15-10-12,4
155,43,15-10-04,2
155,52,15-10-17,3
155,56,15-10-16,4
155,65,15-10-13,4
155,69,15-10-07,4
155,74,15-10-05,1
155,78,15-10-09,5
155,82,15-10-16,3
155,87,15-10-18,5
155,91,15-10-12,2
155,95,15-10-04,1
156,56,15-10-12,5
156,61,15-10-13,3
156,66,15-10-07,1
156,71,15-10-12,2
156,76,15-10-08,5
156,81,15-10-15,5
157,2,15-10-16,5
157,15,15-10-18,5
157,28,15-10-19,3
157,41,15-10-08,3
157,54,15-10-08,1
157,89,15-10-17,4
158,6,15-10-06,2
158,17,15-10-11,3
158,28,15-10-13,4
158,39,15-10-02,1
158,50,15-10-19,1
158,61,15-10-12,1
158,72,15-10-17,1
158,83,15-10-02,2
158,84,15-10-02,5
158,95,15-10-09,5
159,0,15-10-13,3
159,5,15-10-20,2
159,9,15-10-07,1
159,13,15-10-12,4
159,18,15-10-16,2
159,22,15-10-09,4
159,31,15-10-20,4
159,35,15-10-17,5
159,44,15-10-02,2
159,48,15-10-11,2
159,57,15-10-13,4
159,61,15-10-20,5
159,66,15-10-16,3
159,70,15-10-17,2
159,74,15-10-05,5
159,79,15-10-20,5
159,83,15-10-03,3
159,87,15-10-07,4
159,92,15-10-12,2
159,96,15-10-05,1
160,9,15-10-06,5
160,10,15-10-08,1
160,20,15-10-17,3
160,21,15-10-15,2
160,32,15-10-10,1
160,33,15-10-07,5
160,43,15-10-05,2
160,44,15-10-15,5
160,54,15-10-20,1
160,55,15-10-01,3
160,65,15-10-07,4
160,66,15-10-13,4
160,76,15-10-11,4
160,77,15-10-02,4
160,87,15-10-01,5
160,88,15-10-19,3
160,98,15-10-07,4
160,99,15-10-03,4
161,4,15-10-16,4
161,23,15-10-01,1
161,42,15-10-09,5
161,47,15-10-04,1
161,66,15-10-05,5
161,85,15-10-19,3
162,4,15-10-10,4
162,13,15-10-04,4
162,17,15-10-03,2
162,26,15-10-17,3
162,30,15-10-10,4
162,39,15-10-08,1
162,43,15-10-18,4
162,52,15-10-11,1
162,56,15-10-04,1
162,65,15-10-09,4
162,78,15-10-08,2
162,91,15-10-03,2
162,100,15-10-02,2
163,2,15-10-18,3
163,15,15-10-02,3
163,28,15-10-20,2
163,41,15-10-20,3
163,50,15-10-01,1
163,63,15-10-16,2
163,76,15-10-01,1
163,89,15-10-14,3
164,9,15-10-11,3
164,11,15-10-12,1
164,26,15-10-12,5
164,28,15-10-01,1
164,43,15-10-09,4
164,45,15-10-08,5
164,60,15-10-02,5
164,62,15-10-07,1
164,75,15-10-13,4
164,77,15-10-09,2
164,79,15-10-06,4
164,92,15-10-16,5
164,94,15-10-10,3
164,96,15-10-06,1
165,1,15-10-11,1
165,4,15-10-07,2
165,59,15-10-16,4
165,62,15-10-17,2
165,65,15-10-12,3
165,68,15-10-09,1
165,71,15-10-10,5
165,74,15-10-12,5
165,77,15-10-13,2
165,80,15-10-14,3
165,83,15-10-02,1
165,86,15-10-08,3
165,89,15-10-01,4
165,92,15-10-11,1
165,95,15-10-03,5
165,98,15-10-14,1
166,1,15-10-06,4
166,10,15-10-07,4
166,14,15-10-14,1
166,23,15-10-01,3
166,27,15-10-06,4
166,36,15-10-14,1
166,40,15-10-08,1
166,49,15-10-05,3
166,53,15-10-14,4
166,62,15-10-20,1
166,66,15-10-06,4
166,71,15-10-15,2
166,75,15-10-09,1
166,79,15-10-01,3
166,84,15-10-11,2
166,88,15-10-14,4
166,92,15-10-13,1
166,97,15-10-04,2
167,19,15-10-07,1
167,38,15-10-07,5
167,57,15-10-04,2
167,76,15-10-06,4
167,95,15-10-19,2
167,100,15-10-16,1
168,4,15-10-03,4
168,9,15-10-10,3
168,14,15-10-12,5
168,23,15-10-20,2
168,28,15-10-02,5
168,33,15-10-18,3
168,38,15-10-07,4
168,42,15-10-14,4
168,47,15-10-04,4
168,52,15-10-03,4
168,57,15-10-06,3
168,61,15-10-16,1
168,66,15-10-14,5
168,71,15-10-03,5
168,76,15-10-09,5
168,85,15-10-07,2
168,90,15-10-14,1
168,95,15-10-01,1
169,4,15-10-01,5
169,9,15-10-12,3
169,14,15-10-18,4
169,19,15-10-14,4
169,24,15-10-10,2
169,29,15-10-08,5
169,34,15-10-10,5
169,39,15-10-01,1
169,44,15-10-13,1
169,49,15-10-06,4
169,69,15-10-13,1
169,74,15-10-03,2
169,79,15-10-03,5
169,84,15-10-07,3
169,89,15-10-12,3
169,94,15-10-08,3
169,99,15-10-10,2
170,9,15-10-08,1
170,14,15-10-01,2
170,28,15-10-03,2
170,33,15-10-16,1
170,47,15-10-06,5
170,52,15-10-08,1
170,71,15-10-08,1
170,90,15-10-10,3
171,0,15-10-05,1
171,5,15-10-14,3
171,14,15-10-15,1
171,19,15-10-05,3
171,24,15-10-13,5
171,38,15-10-03,4
171,43,15-10-19,1
171,57,15-10-15,3
171,62,15-10-13,3
171,76,15-10-01,1
171,81,15-10-03,4
171,95,15-10-05,4
172,7,15-10-18,4
172,9,15-10-05,5
172,24,15-10-11,2
172,26,15-10-16,1
172,41,15-10-01,5
172,58,15-10-10,5
172,75,15-10-09,2
172,92,15-10-01,3
173,30,15-10-07,3
173,33,15-10-17,1
173,36,15-10-10,5
173,39,15-10-13,4
173,42,15-10-03,5
173,45,15-10-03,3
173,48,15-10-20,1
173,51,15-10-04,1
173,54,15-10-10,1
173,57,15-10-08,2
173,60,15-10-03,1
173,63,15-10-06,5
173,66,15-10-09,3
173,69,15-10-11,5
174,18,15-10-14,1
174,25,15-10-04,3
174,32,15-10-02,5
174,39,15-10-17,4
174,46,15-10-15,4
174,53,15-10-18,5
174,60,15-10-06,1
174,67,15-10-16,2
175,4,15-10-19,1
175,8,15-10-04,3
175,12,15-10-20,2
175,17,15-10-13,5
175,21,15-10-03,4
175,25,15-10-12,5
175,30,15-10-14,1
175,34,15-10-07,3
175,38,15-10-20,3
175,43,15-10-12,2
175,47,15-10-01,4
175,51,15-10-15,1
175,56,15-10-10,3
175,60,15-10-08,3
175,69,15-10-12,3
175,73,15-10-20,5
175,82,15-10-19,1
175,86,15-10-10,3
175,95,15-10-18,5
175,99,15-10-16,2
176,14,15-10-20,3
176,17,15-10-18,5
176,20,15-10-18,3
176,23,15-10-03,2
176,26,15-10-08,3
176,29,15-10-14,3
176,32,15-10-16,3
176,35,15-10-01,5
176,38,15-10-04,3
176,41,15-10-19,4
176,44,15-10-10,5
176,47,15-10-18,4
176,50,15-10-06,4
176,53,15-10-05,2
176,56,15-10-02,4
177,1,15-10-14,4
177,6,15-10-02,4
177,20,15-10-14,4
177,25,15-10-11,1
177,39,15-10-02,2
177,44,15-10-18,5
177,49,15-10-02,2
177,63,15-10-03,2
177,68,15-10-17,2
177,82,15-10-14,3
177,87,15-10-05,4
178,4,15-10-06,5
178,15,15-10-09,1
178,26,15-10-13,2
178,82,15-10-18,2
178,93,15-10-19,2
179,3,15-10-06,3
179,12,15-10-05,2
179,17,15-10-06,4
179,22,15-10-09,4
179,27,15-10-10,1
179,31,15-10-06,3
179,36,15-10-18,4
179,41,15-10-13,2
179,46,15-10-06,2
179,55,15-10-07,4
179,60,15-10-18,5
179,65,15-10-18,3
179,74,15-10-16,2
179,79,15-10-04,3
179,84,15-10-13,2
179,93,15-10-19,3
179,98,15-10-17,3
180,13,15-10-20,2
180,18,15-10-06,4
180,32,15-10-16,4
180,37,15-10-18,2
180,51,15-10-19,3
180,56,15-10-16,2
180,61,15-10-18,3
180,75,15-10-13,5
180,80,15-10-07,2
180,94,15-10-13,1
180,99,15-10-03,3
181,13,15-10-15,5
181,15,15-10-06,1
181,30,15-10-05,4
181,47,15-10-01,4
181,64,15-10-19,5
181,81,15-10-02,1
181,96,15-10-20,1
181,98,15-10-01,3
182,38,15-10-02,2
182,43,15-10-18,1
182,48,15-10-18,5
182,53,15-10-14,1
182,58,15-10-14,4
183,2,15-10-19,5
183,7,15-10-18,1
183,12,15-10-03,2
183,17,15-10-03,1
183,22,15-10-16,1
183,27,15-10-19,3
183,32,15-10-19,1
183,37,15-10-01,1
183,42,15-10-19,2
183,47,15-10-09,5
183,52,15-10-02,4
183,57,15-10-02,5
183,62,15-10-15,4
183,67,15-10-12,1
183,72,15-10-20,4
183,77,15-10-16,1
183,82,15-10-01,4
183,87,15-10-11,5
183,92,15-10-09,1
183,97,15-10-04,3
184,12,15-10-12,2
184,25,15-10-11,4
184,34,15-10-19,5
184,38,15-10-13,4
184,47,15-10-14,5
184,51,15-10-12,3
184,60,15-10-14,5
184,64,15-10-07,1
184,73,15-10-09,2
184,86,15-10-06,1
184,99,15-10-05,5
185,11,15-10-11,4
185,16,15-10-08,3
185,30,15-10-17,2
185,35,15-10-12,1
185,54,15-10-08,5
185,73,15-10-03,3
185,78,15-10-18,3
185,92,15-10-02,5
185,97,15-10-19,4
186,2,15-10-13,1
186,6,15-10-07,4
186,10,15-10-17,3
186,15,15-10-11,2
186,19,15-10-04,1
186,23,15-10-09,3
186,28,15-10-13,1
186,32,15-10-16,3
186,36,15-10-02,3
186,41,15-10-03,1
186,45,15-10-06,1
186,49,15-10-16,3
186,54,15-10-10,2
186,58,15-10-02,3
186,67,15-10-08,3
186,71,15-10-17,2
186,80,15-10-14,1
186,84,15-10-06,1
186,93,15-10-05,5
186,97,15-10-03,1
187,9,15-10-15,2
187,11,15-10-20,1
187,26,15-10-08,1
187,28,15-10-14,2
187,43,15-10-12,5
187,45,15-10-09,3
187,60,15-10-17,2
187,62,15-10-09,5
187,77,15-10-20,1
187,79,15-10-04,4
187,94,15-10-06,4
188,2,15-10-11,2
188,4,15-10-19,3
188,19,15-10-07,4
188,21,15-10-16,4
188,36,15-10-11,3
188,38,15-10-10,5
188,53,15-10-09,5
188,55,15-10-16,2
188,70,15-10-14,4
188,85,15-10-16,4
188,87,15-10-14,5
189,3,15-10-09,4
189,10,15-10-15,3
189,12,15-10-07,2
189,17,15-10-07,1
189,19,15-10-18,1
189,26,15-10-04,3
189,33,15-10-19,2
189,40,15-10-02,1
189,47,15-10-06,1
